x y
5.850000000000000000e+01 8.550000000000000000e+01
6.300000000000000000e+01 8.550000000000000000e+01
6.750000000000000000e+01 8.550000000000000000e+01
7.200000000000000000e+01 8.550000000000000000e+01
7.650000000000000000e+01 8.550000000000000000e+01
8.100000000000000000e+01 8.550000000000000000e+01
8.550000000000000000e+01 8.550000000000000000e+01
9.000000000000000000e+01 8.550000000000000000e+01
9.450000000000000000e+01 8.550000000000000000e+01
9.900000000000000000e+01 8.550000000000000000e+01
1.035000000000000000e+02 8.550000000000000000e+01
1.080000000000000000e+02 8.550000000000000000e+01
1.125000000000000000e+02 8.550000000000000000e+01
1.170000000000000000e+02 8.550000000000000000e+01
1.215000000000000000e+02 8.550000000000000000e+01
1.260000000000000000e+02 8.550000000000000000e+01
1.305000000000000000e+02 8.550000000000000000e+01
